"Name","Species","GRIN","Synonym","Breeding Program","Parent1","Parent2","Pedigree","Description"
"381F","aestivum","PI 349539","PI349539","NSG","","","","Landrace line from Valais Switzerland"
"3869","aestivum","PI 192376","PI192376","NSG","","","","Breeding line from Malmohus Sweden"
"3870552","aestivum","PI 620671","PI620671","NSG","","","","Breeding line from Oregon United States"
"3870634","aestivum","PI 620680","PI620680","NSG","","","","Breeding line from Oregon United States"
"3883","aestivum","PI 210485","PI210485","NSG","","","","Landrace line from Tehran Iran"
"3886","aestivum","PI 192388","PI192388","NSG","","","","Breeding line from Malmohus Sweden"
"38M.A.|PI168733","aestivum","PI 168733","PI168733","NSG","","","","Cultivar from Buenos Aires Argentina"
"38M.A.|PI351315","aestivum","PI 351315","PI351315","NSG","","","","Cultivar from Buenos Aires Argentina"
"3901","durum","PI 190937","PI190937","NSG","","","","Cultivated line from Portugal"
"3905","aestivum","PI 167706","PI167706","NSG","","","","Landrace line from Eskisehir Turkey"
"3920","aestivum","PI 192417","PI192417","NSG","","","","Breeding line from Sweden"
"3920068","aestivum","PI 620689","PI620689","NSG","","","","Breeding line from Oregon United States"
"3930257","aestivum","PI 620682","PI620682","NSG","","","","Breeding line from Oregon United States"
"3965","durum","PI 167718","PI167718","NSG","","","","Landrace line from Konya Turkey"
"3982","aestivum","PI 192459","PI192459","NSG","","","","Breeding line from Mozambique"
"3987","durum","PI 167730","PI167730","NSG","","","","Landrace line from Konya Turkey"
"3CX3C","aestivum","PI 184602","PI184602","NSG","","","","Cultivated line from Spain"
"4-4-10","aestivum","PI 374250","PI374250","NSG","","","","Cultivated line from Bamako Mali"
"40-1","aestivum","PI 384257","PI384257","NSG","","","","Landrace line from Shewa Ethiopia"
"4024","aestivum","PI 167748","PI167748, 4-2024, SPL50","NSG","","","","Landrace line from Eskisehir Turkey.  Gene notation   TcLrEG"
"407-IV/60","aestivum","PI 345408","PI345408, 407-IV_60","NSG","","","","Landrace line from Bosnia and Herzegovina"
"408-IV/61","aestivum","PI 345409","PI345409","NSG","","","","Landrace line from Bosnia and Herzegovina"
"410-IV/63","aestivum","PI 345411","PI345411","NSG","","","","Landrace line from Bosnia and Herzegovina"
"416-V/69","aestivum","PI 345417","PI345417","NSG","","","","Landrace line from Bosnia and Herzegovina"
"4208","aestivum","PI 167818","PI167818","NSG","","","","Landrace line from Afyon Turkey"
"4219-50","aestivum","PI 210871","PI210871","NSG","","","","Breeding line from Rio Grande do Sul Brazil"
"421B","durum","CItr 14438","CITR14438","NSG","","","","Landrace line from Shewa Ethiopia"
"4282","aestivum","PI 171063","PI171063","NSG","","","","Landrace line from Sakarya Turkey"
"43/71","aestivum","PI 374505","PI374505","NSG","","","","Landrace line from Serbia"
"438147B","durum","PI 157953","PI157953","NSG","","","","Cultivated line from Sicily Italy"
"439-IX/95","durum","PI 345440","PI345440","NSG","","","","Landrace line from Dubrovacko-neretvans Croatia"
"4453/31","aestivum","PI 115838","PI115838","NSG","","","","Breeding line from Germany"
"4494","aestivum","PI 178055","PI178055","NSG","","","","Landrace line from Manisa Turkey"
"450-IX/106","aestivum","PI 345451","PI345451","NSG","","","","Landrace line from Bosnia and Herzegovina"
"451-2","durum","PI 342647","PI342647","NSG","","","","Cultivated line from Lebanon"
"455-X/111","aestivum","PI 345456","PI345456","NSG","","","","Landrace line from Bosnia and Herzegovina"
"4617","aestivum","PI 135048","PI135048","NSG","","","","Landrace line from Samangan Afghanistan"
"466A","aestivum","PI 345468","PI345468","NSG","","","","Landrace line from Serbia"
"472/71","aestivum","PI 367244","PI367244","NSG","","","","Breeding line from Croatia"
"4765-6I-2T-2B","aestivum","CItr 14205","CITR14205","NSG","","","","Breeding line from Colombia"
"48/71","aestivum","PI 374510","PI374510","NSG","","","","Landrace line from Serbia"
"481-2-G-40","aestivum","PI 142414","PI142414","NSG","","","","Breeding line from New South Wales Australia"
"48B","aestivum","PI 406517","PI406517","NSG","","","","Landrace line from Nepal"
"497-360","durum","CItr 14374","CITR14374","NSG","","","","Breeding line from Lebanon"
"503.L.I.A.4","aestivum","PI 254118","PI254118","NSG","","","","Breeding line from Rift Valley Kenya"
"504.L.I.B.2","aestivum","PI 254121","PI254121","NSG","","","","Breeding line from Rift Valley Kenya"
"505.M.I.D.7","aestivum","PI 254124","PI254124","NSG","","","","Breeding line from Rift Valley Kenya"
"51-491","aestivum","PI 225412","PI225412","NSG","","","","Breeding line from Colonia Uruguay"
"510-I/1","aestivum","PI 349926","PI349926","NSG","","","","Landrace line from Serbia"
"5114-111","aestivum","PI 401538","PI401538","NSG","","","","Breeding line from Israel"
"5135","aestivum","PI 117634","PI117634","NSG","","","","Breeding line from New South Wales Australia"
"5136-11","durum","CItr 15500","CITR15500","NSG","","","","Landrace line from Tozeur Tunisia"
"5147","aestivum","PI 117632","PI117632","NSG","","","","Breeding line from New South Wales Australia"
"520B","aestivum","PI 304105","PI304105","NSG","","","","Cultivated line from Bucharest Romania"
"523-II/1","aestivum","PI 349939","PI349939","NSG","","","","Landrace line from Serbia"
"5232","aestivum","PI 598212","PI598212","NSG","","","","Cultivar from Kansas United States"
"5339-3B-13T-2B","aestivum","CItr 14214","CITR14214","NSG","","","","Breeding line from Colombia"
"5348","aestivum","PI 178075","PI178075","NSG","","","","Landrace line from Yozgat Turkey"
"5357","aestivum","PI 243650","PI243650","NSG","","","","Landrace line from Bakhtaran Iran"
"5361","aestivum","PI 243653","PI243653","NSG","","","","Landrace line from Iran"
"536IIC-72","aestivum","PI 476765","PI476765","NSG","","","","Cultivated line from Former Soviet Union"
"539/21","aestivum","PI 388037","PI388037","NSG","","","","Breeding line from Israel"
"5396","aestivum","PI 243674","PI243674","NSG","","","","Landrace line from Kordestan Iran"
"54-517","aestivum","PI 225415","PI225415","NSG","","","","Breeding line from Colonia Uruguay"
"5401","aestivum","PI 243679","PI243679","NSG","","","","Landrace line from Markazi Iran"
"5405","aestivum","PI 243682","PI243682","NSG","","","","Landrace line from Iran"
"5410","aestivum","PI 243792","PI243792","NSG","","","","Landrace line from Khorasan Iran"
"5416","durum","PI 243692","PI243692","NSG","","","","Landrace line from Kordestan Iran"
"5420","aestivum","PI 243695","PI243695","NSG","","","","Landrace line from Azerbaijan"
"5446","aestivum","PI 243709","PI243709","NSG","","","","Landrace line from Iraq"
"5448","aestivum","PI 243711","PI243711","NSG","","","","Landrace line from Iran"
"5466","aestivum","PI 243727","PI243727","NSG","","","","Landrace line from East Azerbaijan Iran"
"547-III/3","aestivum","PI 349959","PI349959","NSG","","","","Landrace line from Serbia"
"5474","aestivum","PI 243735","PI243735","NSG","","","","Landrace line from East Azerbaijan  Iran"
"5496","aestivum","PI 68012","PI68012","NSG","","","","Landrace line from Jilin China"
"5499","aestivum","PI 243759","PI243759","NSG","","","","Landrace line from Khorasan Iran"
"5502","aestivum","PI 243762","PI243762","NSG","","","","Landrace line from Iran"
"5507","aestivum","PI 243766","PI243766","NSG","","","","Landrace line from Bakhtiari va Chahar  Iran"
"5515","aestivum","PI 243774","PI243774","NSG","","","","Landrace line from Khorasan Iran"
"5519","aestivum","PI 243776","PI243776","NSG","","","","Landrace line from Esfahan Iran"
"5520","aestivum","PI 243777","PI243777","NSG","","","","Landrace line from Esfahan Iran"
"5536","aestivum","PI 137753","PI137753","NSG","","","","Landrace line from Iran"
"555344","aestivum","PI 243160","PI243160","NSG","","","","Cultivated line from Europe"
"557.L.I.R.2","aestivum","PI 254125","PI254125","NSG","","","","Breeding line from Rift Valley Kenya"
"559.L.2.C.1","aestivum","PI 254126","PI254126","NSG","","","","Breeding line from Rift Valley Kenya"
"559.O.1.L.2","aestivum","PI 254128","PI254128","NSG","","","","Breeding line from Rift Valley Kenya"
"57-386","aestivum","CItr 15006","CITR15006","NSG","","","","Landrace line from Nepal"
"59-540","aestivum","PI 225420","PI225420","NSG","","","","Breeding line from Colonia Uruguay"
"590-III/13","aestivum","PI 349995","PI349995","NSG","","","","Landrace line from Serbia"
"5946-2","aestivum","PI 564349","PI564349","NSG","","","","Breeding line from Tolbukhin Bulgaria"
"5989-1","aestivum","PI 564351","PI564351","NSG","","","","Breeding line from Tolbukhin Bulgaria"
"59BSW","aestivum","PI 94364","PI94364","NSG","","","","Landrace line from Erevan Armenia"
"5P4","durum","PI 113395","PI113395","NSG","","","","Landrace line from Egypt"
"5V254KRLVR90","aestivum","PI 564353","PI564353","NSG","","","","Breeding line from Tolbukhin Bulgaria"
"6-MONTH_WHEAT","aestivum","PI 145718","PI145718","NSG","","","","Landrace line from Saudi Arabia"
"6/1/1944","aestivum","PI 225367","PI225367","NSG","","","","Breeding line from Colonia Uruguay"
"6009","aestivum","PI 429322","PI429322","NSG","","","","Cultivated line from Yemen"
"604.L.1.B.4","aestivum","PI 254132","PI254132","NSG","","","","Breeding line from Rift Valley Kenya"
"6063-5","aestivum","PI 564354","PI564354","NSG","","","","Breeding line from Tolbukhin Bulgaria"
"60GRR108","aestivum","CItr 14261","CITR14261","NSG","","","","Breeding line from Canada"
"610.L.I.B.1","aestivum","PI 254133","PI254133","NSG","","","","Breeding line from Rift Valley Kenya"
"610.L.I.B.3","aestivum","PI 254134","PI254134","NSG","","","","Breeding line from Rift Valley Kenya"
"6109-1","aestivum","PI 564357","PI564357","NSG","","","","Breeding line from Tolbukhin Bulgaria"
"61APW","aestivum","PI 94368","PI94368","NSG","","","","Landrace line from Erevan Armenia"
"61BP","aestivum","PI 94367","PI94367","NSG","","","","Landrace line from Erevan Armenia"
"62/9(ID)","aestivum","PI 351461","PI351461","NSG","","","","Breeding line from Italy"
"622-24-65","aestivum","PI 564363","PI564363","NSG","","","","Breeding line from Tolbukhin Bulgaria"
"6261","aestivum","PI 90279","PI90279","NSG","","","","Landrace line from Pyongan Nam Korea  North"
"62IT53","aestivum","PI 352124","PI352124","NSG","","","","Breeding line from Switzerland"
"62IT69","aestivum","PI 352125","PI352125","NSG","","","","Breeding line from Switzerland"
"63-569","aestivum","PI 225424","PI225424","NSG","","","","Breeding line from Colonia Uruguay"
"63/1-7-15-12","aestivum","PI 361868","PI361868","NSG","","","","Breeding line from Denmark"
"633-1/70","aestivum","PI 358330","PI358330","NSG","","","","Breeding line from Croatia"
"650-IV/6","aestivum","PI 350046","PI350046","NSG","","","","Landrace line from Serbia"
"65BPR","aestivum","PI 94372","PI94372","NSG","","","","Landrace line from Erevan Armenia"
"65BPW","aestivum","PI 94373","PI94373","NSG","","","","Landrace line from Erevan Armenia"
"65BSR","aestivum","PI 94374","PI94374","NSG","","","","Landrace line from Erevan Armenia"
"65O","aestivum","PI 207104","PI207104","NSG","","","","Landrace line from Iran"
"66-590","aestivum","PI 225427","PI225427","NSG","","","","Breeding line from Colonia Uruguay"
"6686","durum","PI 182412","PI182412","NSG","","","","Landrace line from Sinop Turkey"
"66ASW","aestivum","PI 94378","PI94378","NSG","","","","Landrace line from Erevan Armenia"
"66BPR","aestivum","PI 94375","PI94375","NSG","","","","Landrace line from Erevan Armenia"
"66BPW","aestivum","PI 94377","PI94377","NSG","","","","Landrace line from Erevan Armenia"
"66BSR","aestivum","PI 94380","PI94380","NSG","","","","Landrace line from Erevan Armenia"
"676-VI/1","aestivum","PI 350070","PI350070","NSG","","","","Landrace line from Serbia"
"6815","aestivum","PI 69279","PI69279","NSG","","","","Landrace line from Heilongjiang China"
"68F6679","aestivum","PI 518869","PI518869","NSG","","","","Breeding line from Colorado United States"
"68F6691","aestivum","PI 518871","PI518871","NSG","","","","Breeding line from Colorado United States"
"6931","aestivum","PI 69230","PI69230","NSG","","","","Landrace line from Heilongjiang China"
"69Z108.1","aestivum","PI 350727","PI350727","NSG","","","","Landrace line from Tirol Austria"
"69Z108.103","aestivum","PI 350808","PI350808","NSG","","","","Landrace line from Vorarlberg Austria"
"69Z108.108","aestivum","PI 350813","PI350813","NSG","","","","Landrace line from Carinthia Austria"
"69Z108.115","aestivum","PI 350820","PI350820","NSG","","","","Landrace line from Tirol Austria"
"69Z108.117","aestivum","PI 350822","PI350822","NSG","","","","Landrace line from Carinthia Austria"
"69Z108.126","aestivum","PI 350831","PI350831","NSG","","","","Landrace line from Tirol Austria"
"69Z108.127","aestivum","PI 350832","PI350832","NSG","","","","Landrace line from Tirol Austria"
"69Z108.142","aestivum","PI 350847","PI350847","NSG","","","","Landrace line from Tirol Austria"
"69Z108.145","aestivum","PI 350850","PI350850","NSG","","","","Landrace line from Tirol Austria"
"69Z108.151","aestivum","PI 350856","PI350856","NSG","","","","Landrace line from Tirol Austria"
"69Z108.18","aestivum","PI 350744","PI350744","NSG","","","","Landrace line from Tirol Austria"
"69Z108.22","aestivum","PI 350748","PI350748","NSG","","","","Landrace line from Tirol Austria"
"69Z108.25","aestivum","PI 350751","PI350751","NSG","","","","Landrace line from Tirol Austria"
"69Z108.32","aestivum","PI 350758","PI350758","NSG","","","","Landrace line from Tirol Austria"
"69Z108.39","aestivum","PI 350765","PI350765","NSG","","","","Landrace line from Tirol Austria"
"69Z108.40","aestivum","PI 350766","PI350766","NSG","","","","Landrace line from Tirol Austria"
"69Z108.60","aestivum","PI 350786","PI350786","NSG","","","","Landrace line from Salzburg Austria"
"69Z108.63","aestivum","PI 350789","PI350789","NSG","","","","Landrace line from Salzburg Austria"
"69Z108.70","aestivum","PI 350795","PI350795","NSG","","","","Landrace line from Tirol Austria"
"69Z108.76","aestivum","PI 350801","PI350801","NSG","","","","Landrace line from Carinthia Austria"
"69Z2.102/85A","aestivum","PI 350972","PI350972","NSG","","","","Landrace line from Valais Switzerland"
"69Z2.104/672A","aestivum","PI 350974","PI350974","NSG","","","","Landrace line from Valais Switzerland"
"69Z2.11/1147I","aestivum","PI 350885","PI350885","NSG","","","","Landrace line from Valais Switzerland"
"69Z2.124/592B","aestivum","PI 350994","PI350994","NSG","","","","Landrace line from Valais Switzerland"
"69Z2.136/639D","aestivum","PI 351005","PI351005","NSG","","","","Landrace line from Valais Switzerland"
"69Z2.141/820B","aestivum","PI 351010","PI351010","NSG","","","","Landrace line from Valais Switzerland"
"69Z2.179/1380C","aestivum","PI 351046","PI351046","NSG","","","","Landrace line from Tirol Austria"
"69Z2.28/862D","aestivum","PI 350901","PI350901","NSG","","","","Landrace line from Valais Switzerland"
"69Z2.32/840C","aestivum","PI 350905","PI350905","NSG","","","","Landrace line from Valais Switzerland"
"69Z2.37/847H","aestivum","PI 350910","PI350910","NSG","","","","Landrace line from Valais Switzerland"
"69Z2.55/893B","aestivum","PI 350927","PI350927","NSG","","","","Landrace line from Valais Switzerland"
"69Z2.67/910D","aestivum","PI 350939","PI350939","NSG","","","","Landrace line from Valais Switzerland"
"69Z2.7/1147D","aestivum","PI 350881","PI350881","NSG","","","","Landrace line from Valais Switzerland"
